Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Cost,Channel,Order_Type,Profit,Profit_Margin
ORD00035,2025-06-19,CUST1305,Keyboard,Accessories,South,2.0,1500,0.2,2400.0,1700,Marketplace,Sale,700.0,0.2916666666666667
ORD00036,2025-08-12,CUST1000,Monitor,Electronics,East,4.0,12000,0.2,38400.0,30400,App,Sale,8000.0,0.20833333333333334
ORD00037,2025-12-18,CUST1319,Mouse,Accessories,East,3.0,800,0.15,2040.0,1260,Website,Sale,780.0,0.38235294117647056
ORD00038,2025-03-06,CUST1215,Webcam,Accessories,West,3.0,3200,0.15,8160.0,5700,App,Sale,2460.0,0.3014705882352941
ORD00039,2025-11-12,CUST1238,Webcam,Accessories,South,5.0,3200,0.0,16000.0,9500,App,Sale,6500.0,0.40625
ORD00040,2025-09-19,CUST1047,Smartphone,Electronics,East,6.0,28000,0.0,168000.0,123000,App,Sale,45000.0,0.26785714285714285
ORD00041,2025-12-11,CUST1233,Mouse,Accessories,South,2.0,800,0.0,1600.0,840,App,Sale,760.0,0.475
ORD00042,2025-04-10,CUST1384,Webcam,Accessories,North,4.0,3200,0.15,10880.0,7600,Website,Sale,3280.0,0.3014705882352941
ORD00043,2025-04-23,CUST1068,Tablet,Electronics,South,1.0,22000,0.2,17600.0,15500,App,Sale,2100.0,0.11931818181818182
ORD00044,2025-10-14,CUST1081,Tablet,Electronics,West,5.0,22000,0.2,88000.0,77500,Website,Sale,10500.0,0.11931818181818182
ORD00045,2025-05-13,CUST1365,Keyboard,Accessories,East,5.0,1500,0.15,6375.0,4250,Marketplace,Sale,2125.0,0.3333333333333333
ORD00046,2025-06-13,CUST1032,Smartphone,Electronics,East,2.0,28000,0.05,53200.0,41000,App,Sale,12200.0,0.22932330827067668
ORD00047,2025-08-27,CUST1438,Mouse,Accessories,North,4.0,800,0.15,2720.0,1680,Website,Sale,1040.0,0.38235294117647056
ORD00048,2025-02-09,CUST1249,Keyboard,Accessories,West,4.0,1500,0.15,5100.0,3400,Website,Sale,1700.0,0.3333333333333333
ORD00049,2025-01-15,CUST1201,Webcam,Accessories,South,6.0,3200,0.05,18240.0,11400,Website,Sale,6840.0,0.375
ORD00050,2025-12-02,CUST1232,Smartphone,Electronics,East,4.0,28000,0.05,106400.0,82000,Website,Sale,24400.0,0.22932330827067668
ORD00051,2025-05-23,CUST1114,Monitor,Electronics,East,4.0,12000,0.0,48000.0,30400,Website,Sale,17600.0,0.36666666666666664
ORD00052,2025-01-16,CUST1288,Laptop,Electronics,West,5.0,55000,0.05,261250.0,180000,Marketplace,Sale,81250.0,0.31100478468899523
ORD00053,2025-07-08,CUST1294,Monitor,Electronics,West,2.0,12000,0.1,21600.0,15200,Website,Sale,6400.0,0.2962962962962963
ORD00054,2025-04-12,CUST1407,Mouse,Accessories,East,1.0,800,0.1,720.0,420,Website,Sale,300.0,0.4166666666666667
ORD00055,2025-06-27,CUST1054,Headphones,Accessories,East,-2.0,2500,0.2,-4000.0,-2700,Website,Return,-1300.0,
ORD00056,2025-12-29,CUST1238,Smartphone,Electronics,South,6.0,28000,0.2,134400.0,123000,App,Sale,11400.0,0.08482142857142858
ORD00057,2025-05-18,CUST1291,Mouse,Accessories,West,1.0,800,0.1,720.0,420,Marketplace,Sale,300.0,0.4166666666666667
ORD00058,2025-01-15,CUST1143,Headphones,Accessories,South,2.0,2500,0.15,4250.0,2700,Marketplace,Sale,1550.0,0.36470588235294116
ORD00059,2025-12-10,CUST1353,Mouse,Accessories,South,1.0,800,0.05,760.0,420,Website,Sale,340.0,0.4473684210526316
ORD00060,2025-08-18,CUST1242,Keyboard,Accessories,East,2.0,1500,0.15,2550.0,1700,Website,Sale,850.0,0.3333333333333333
ORD00061,2025-09-10,CUST1161,Tablet,Electronics,North,3.0,22000,0.1,59400.0,46500,App,Sale,12900.0,0.21717171717171718
ORD00062,2025-04-09,CUST1051,Tablet,Electronics,East,3.0,22000,0.2,52800.0,46500,App,Sale,6300.0,0.11931818181818182
ORD00063,2025-07-04,CUST1283,Laptop,Electronics,South,6.0,55000,0.2,264000.0,216000,Website,Sale,48000.0,0.18181818181818182
ORD00064,2025-02-22,CUST1129,Keyboard,Accessories,West,4.0,1500,0.15,5100.0,3400,Website,Sale,1700.0,0.3333333333333333
ORD00065,2025-02-03,CUST1043,Monitor,Electronics,North,5.0,12000,0.0,60000.0,38000,App,Sale,22000.0,0.36666666666666664
ORD00066,2025-08-02,CUST1156,Mouse,Accessories,North,5.0,800,0.15,3400.0,2100,App,Sale,1300.0,0.38235294117647056
ORD00067,2025-02-20,CUST1080,Mouse,Accessories,West,3.0,800,0.0,2400.0,1260,App,Sale,1140.0,0.475
ORD00068,2025-08-29,CUST1135,Mouse,Accessories,South,3.0,800,0.1,2160.0,1260,App,Sale,900.0,0.4166666666666667
ORD00069,2025-05-12,CUST1036,Monitor,Electronics,East,5.0,12000,0.05,57000.0,38000,Marketplace,Sale,19000.0,0.3333333333333333
ORD00070,2025-11-01,CUST1139,Keyboard,Accessories,West,4.0,1500,0.0,6000.0,3400,Website,Sale,2600.0,0.43333333333333335
ORD00071,2025-11-02,CUST1345,Webcam,Accessories,North,6.0,3200,0.1,17280.0,11400,App,Sale,5880.0,0.3402777777777778
ORD00072,2025-01-11,CUST1142,Keyboard,Accessories,North,5.0,1500,0.0,7500.0,4250,Website,Sale,3250.0,0.43333333333333335
ORD00073,2025-11-22,CUST1168,Tablet,Electronics,West,3.0,22000,0.15,56100.0,46500,Marketplace,Sale,9600.0,0.1711229946524064
ORD00074,2025-12-06,CUST1442,Laptop,Electronics,North,4.0,55000,0.0,220000.0,144000,App,Sale,76000.0,0.34545454545454546
ORD00075,2025-08-25,CUST1389,Mouse,Accessories,East,5.0,800,0.1,3600.0,2100,App,Sale,1500.0,0.4166666666666667
ORD00076,2025-09-03,CUST1363,Tablet,Electronics,North,1.0,22000,0.0,22000.0,15500,Website,Sale,6500.0,0.29545454545454547
ORD00077,2025-10-10,CUST1255,Mouse,Accessories,East,1.0,800,0.15,680.0,420,App,Sale,260.0,0.38235294117647056
ORD00078,2025-12-28,CUST1306,Tablet,Electronics,South,4.0,22000,0.05,83600.0,62000,Website,Sale,21600.0,0.2583732057416268
ORD00079,2025-05-22,CUST1443,Keyboard,Accessories,North,1.0,1500,0.1,1350.0,850,Website,Sale,500.0,0.37037037037037035
ORD00080,2025-06-26,CUST1292,Webcam,Accessories,East,4.0,3200,0.1,11520.0,7600,Website,Sale,3920.0,0.3402777777777778
ORD00081,2025-01-23,CUST1253,Tablet,Electronics,South,6.0,22000,0.15,112200.0,93000,App,Sale,19200.0,0.1711229946524064
ORD00082,2025-10-30,CUST1209,Monitor,Electronics,South,4.0,12000,0.0,48000.0,30400,Website,Sale,17600.0,0.36666666666666664
ORD00083,2025-08-29,CUST1162,Webcam,Accessories,East,6.0,3200,0.0,19200.0,11400,Website,Sale,7800.0,0.40625
ORD00084,2025-10-05,CUST1050,Monitor,Electronics,South,2.0,12000,0.1,21600.0,15200,Website,Sale,6400.0,0.2962962962962963
ORD00085,2025-08-16,CUST1191,Keyboard,Accessories,South,1.0,1500,0.0,1500.0,850,App,Sale,650.0,0.43333333333333335
ORD00086,2025-07-30,CUST1254,Smartphone,Electronics,South,2.0,28000,0.05,53200.0,41000,App,Sale,12200.0,0.22932330827067668
ORD00087,2025-08-25,CUST1346,Tablet,Electronics,North,3.0,22000,0.0,66000.0,46500,Website,Sale,19500.0,0.29545454545454547
ORD00088,2025-06-26,CUST1436,Webcam,Accessories,UNKNOWN,6.0,3200,0.1,17280.0,11400,Website,Sale,5880.0,0.3402777777777778
ORD00089,2025-10-20,CUST1140,Keyboard,Accessories,East,6.0,1500,0.1,8100.0,5100,Website,Sale,3000.0,0.37037037037037035
ORD00090,2025-07-11,CUST1317,Keyboard,Accessories,East,2.0,1500,0.2,2400.0,1700,App,Sale,700.0,0.2916666666666667
ORD00091,2025-11-18,CUST1046,Laptop,Electronics,East,3.0,55000,0.15,140250.0,108000,Website,Sale,32250.0,0.22994652406417113
ORD00092,2025-03-31,CUST1422,Headphones,Accessories,East,5.0,2500,0.2,10000.0,6750,Marketplace,Sale,3250.0,0.325
ORD00093,2025-06-23,CUST1433,Monitor,Electronics,East,2.0,12000,0.05,22800.0,15200,Website,Sale,7600.0,0.3333333333333333
ORD00094,2025-07-22,CUST1421,Monitor,Electronics,East,4.0,12000,0.1,43200.0,30400,Website,Sale,12800.0,0.2962962962962963
ORD00095,2025-12-12,CUST1325,Laptop,Electronics,South,5.0,55000,0.2,220000.0,180000,Marketplace,Sale,40000.0,0.18181818181818182
ORD00096,2025-11-29,CUST1120,Smartphone,Electronics,South,1.0,28000,0.0,28000.0,20500,Website,Sale,7500.0,0.26785714285714285
ORD00097,2025-08-21,CUST1315,Webcam,Accessories,East,5.0,3200,0.05,15200.0,9500,Website,Sale,5700.0,0.375
ORD00098,2025-12-20,CUST1278,Tablet,Electronics,South,4.0,22000,0.05,83600.0,62000,Marketplace,Sale,21600.0,0.2583732057416268
ORD00099,2025-02-01,CUST1025,Mouse,Accessories,South,1.0,800,0.15,680.0,420,App,Sale,260.0,0.38235294117647056
ORD00100,2025-10-17,CUST1403,Mouse,Accessories,North,5.0,800,0.05,3800.0,2100,Marketplace,Sale,1700.0,0.4473684210526316
ORD00101,2025-03-16,CUST1183,Keyboard,Accessories,South,2.0,1500,0.0,3000.0,1700,App,Sale,1300.0,0.43333333333333335
ORD00102,2025-06-15,CUST1243,Keyboard,Accessories,East,1.0,1500,0.05,1425.0,850,App,Sale,575.0,0.40350877192982454
ORD00103,2025-10-31,CUST1234,Mouse,Accessories,North,5.0,800,0.0,4000.0,2100,Website,Sale,1900.0,0.475
ORD00104,2025-03-09,CUST1033,Monitor,Electronics,North,4.0,12000,0.15,40800.0,30400,App,Sale,10400.0,0.2549019607843137
ORD00105,2025-10-08,CUST1050,Webcam,Accessories,North,5.0,3200,0.2,12800.0,9500,App,Sale,3300.0,0.2578125
ORD00106,2025-04-21,CUST1160,Mouse,Accessories,South,4.0,800,0.1,2880.0,1680,Marketplace,Sale,1200.0,0.4166666666666667
ORD00107,2025-07-11,CUST1381,Tablet,Electronics,East,1.0,22000,0.0,22000.0,15500,App,Sale,6500.0,0.29545454545454547
ORD00108,2025-10-12,CUST1444,Headphones,Accessories,North,6.0,2500,0.0,15000.0,8100,Marketplace,Sale,6900.0,0.46
ORD00109,2025-04-11,CUST1433,Monitor,Electronics,East,5.0,12000,0.2,48000.0,38000,App,Sale,10000.0,0.20833333333333334
ORD00110,2025-07-08,CUST1311,Keyboard,Accessories,East,5.0,1500,0.05,7125.0,4250,Marketplace,Sale,2875.0,0.40350877192982454
ORD00111,2025-01-15,CUST1035,Keyboard,Accessories,South,3.0,1500,0.1,4050.0,2550,Website,Sale,1500.0,0.37037037037037035
ORD00112,2025-02-16,CUST1369,Mouse,Accessories,North,4.0,800,0.15,2720.0,1680,App,Sale,1040.0,0.38235294117647056
ORD00113,2025-02-13,CUST1248,Smartphone,Electronics,West,5.0,28000,0.0,140000.0,102500,Marketplace,Sale,37500.0,0.26785714285714285
ORD00114,2025-04-21,CUST1269,Headphones,Accessories,North,4.0,2500,0.0,10000.0,5400,App,Sale,4600.0,0.46
ORD00115,2025-07-22,CUST1148,Laptop,Electronics,North,2.0,55000,0.1,99000.0,72000,Website,Sale,27000.0,0.2727272727272727
ORD00116,2025-08-09,CUST1036,Webcam,Accessories,South,5.0,3200,0.05,15200.0,9500,Website,Sale,5700.0,0.375
ORD00117,2025-08-12,CUST1148,Monitor,Electronics,North,3.0,12000,0.2,28800.0,22800,Marketplace,Sale,6000.0,0.20833333333333334
ORD00118,2025-03-29,CUST1268,Headphones,Accessories,East,1.0,2500,0.15,2125.0,1350,Marketplace,Sale,775.0,0.36470588235294116
ORD00119,2025-06-23,CUST1397,Smartphone,Electronics,South,1.0,28000,0.2,22400.0,20500,App,Sale,1900.0,0.08482142857142858
ORD00120,2025-05-01,CUST1090,Keyboard,Accessories,South,2.0,1500,0.05,2850.0,1700,Website,Sale,1150.0,0.40350877192982454
ORD00121,2025-08-26,CUST1442,Tablet,Electronics,East,6.0,22000,0.2,105600.0,93000,App,Sale,12600.0,0.11931818181818182
ORD00122,2025-08-14,CUST1259,Tablet,Electronics,West,6.0,22000,0.1,118800.0,93000,Website,Sale,25800.0,0.21717171717171718
ORD00123,2025-01-20,CUST1297,Keyboard,Accessories,East,1.0,1500,0.0,1500.0,850,Website,Sale,650.0,0.43333333333333335
ORD00124,2025-08-19,CUST1230,Mouse,Accessories,East,3.0,800,0.2,1920.0,1260,Marketplace,Sale,660.0,0.34375
ORD00125,2025-02-13,CUST1186,Smartphone,Electronics,East,1.0,28000,0.05,26600.0,20500,Website,Sale,6100.0,0.22932330827067668
ORD00126,2025-07-29,CUST1145,Laptop,Electronics,East,6.0,55000,0.1,297000.0,216000,App,Sale,81000.0,0.2727272727272727
ORD00127,2025-03-18,CUST1066,Smartphone,Electronics,North,3.0,28000,0.1,75600.0,61500,Marketplace,Sale,14100.0,0.1865079365079365
ORD00128,2025-10-14,CUST1009,Headphones,Accessories,South,2.0,2500,0.2,4000.0,2700,App,Sale,1300.0,0.325
ORD00129,2025-06-24,CUST1259,Mouse,Accessories,East,2.0,800,0.05,1520.0,840,App,Sale,680.0,0.4473684210526316
ORD00130,2025-01-20,CUST1369,Smartphone,Electronics,West,5.0,28000,0.15,119000.0,102500,Marketplace,Sale,16500.0,0.13865546218487396
ORD00131,2025-12-13,CUST1273,Tablet,Electronics,East,5.0,22000,0.1,99000.0,77500,Website,Sale,21500.0,0.21717171717171718
ORD00132,2025-04-10,CUST1082,Tablet,Electronics,East,4.0,22000,0.1,79200.0,62000,App,Sale,17200.0,0.21717171717171718
ORD00133,2025-03-12,CUST1145,Tablet,Electronics,South,3.0,22000,0.2,52800.0,46500,Marketplace,Sale,6300.0,0.11931818181818182
ORD00134,2025-08-19,CUST1212,Webcam,Accessories,North,1.0,3200,0.05,3040.0,1900,Marketplace,Sale,1140.0,0.375
ORD00135,2025-05-01,CUST1405,Headphones,Accessories,North,2.0,2500,0.0,5000.0,2700,Marketplace,Sale,2300.0,0.46
ORD00136,2025-08-30,CUST1131,Smartphone,Electronics,South,-1.0,28000,0.15,-23800.0,-20500,App,Return,-3300.0,
ORD00137,2025-11-08,CUST1327,Monitor,Electronics,West,3.0,12000,0.05,34200.0,22800,Website,Sale,11400.0,0.3333333333333333
ORD00138,2025-02-26,CUST1219,Laptop,Electronics,East,6.0,55000,0.2,264000.0,216000,App,Sale,48000.0,0.18181818181818182
ORD00139,2025-10-20,CUST1199,Monitor,Electronics,North,5.0,12000,0.1,54000.0,38000,Website,Sale,16000.0,0.2962962962962963
ORD00140,2025-07-11,CUST1395,Laptop,Electronics,East,3.0,55000,0.0,165000.0,108000,Marketplace,Sale,57000.0,0.34545454545454546
ORD00141,2025-03-10,CUST1323,Headphones,Accessories,South,6.0,2500,0.05,14250.0,8100,Website,Sale,6150.0,0.43157894736842106
ORD00142,2025-08-23,CUST1263,Mouse,Accessories,East,1.0,800,0.05,760.0,420,App,Sale,340.0,0.4473684210526316
ORD00143,2025-08-31,CUST1139,Mouse,Accessories,East,3.0,800,0.1,2160.0,1260,Website,Sale,900.0,0.4166666666666667
ORD00144,2025-07-24,CUST1410,Webcam,Accessories,West,3.0,3200,0.05,9120.0,5700,Website,Sale,3420.0,0.375
ORD00145,2025-08-09,CUST1156,Smartphone,Electronics,South,5.0,28000,0.1,126000.0,102500,Website,Sale,23500.0,0.1865079365079365
ORD00146,2025-03-27,CUST1140,Headphones,Accessories,East,4.0,2500,0.0,10000.0,5400,Website,Sale,4600.0,0.46
ORD00147,2025-02-08,CUST1073,Webcam,Accessories,South,3.0,3200,0.2,7680.0,5700,Website,Sale,1980.0,0.2578125
ORD00148,2025-01-18,CUST1309,Mouse,Accessories,West,6.0,800,0.1,4320.0,2520,Marketplace,Sale,1800.0,0.4166666666666667
ORD00149,2025-07-10,CUST1127,Monitor,Electronics,North,5.0,12000,0.05,57000.0,38000,App,Sale,19000.0,0.3333333333333333
ORD00150,2025-09-13,CUST1355,Monitor,Electronics,West,3.0,12000,0.1,32400.0,22800,App,Sale,9600.0,0.2962962962962963
ORD00151,2025-03-04,CUST1414,Monitor,Electronics,East,4.0,12000,0.05,45600.0,30400,Marketplace,Sale,15200.0,0.3333333333333333
ORD00152,2025-08-12,CUST1364,Monitor,Electronics,South,5.0,12000,0.2,48000.0,38000,App,Sale,10000.0,0.20833333333333334
ORD00153,2025-07-05,CUST1283,Monitor,Electronics,West,2.0,12000,0.05,22800.0,15200,App,Sale,7600.0,0.3333333333333333
ORD00154,2025-03-08,CUST1269,Monitor,Electronics,West,1.0,12000,0.1,10800.0,7600,App,Sale,3200.0,0.2962962962962963
ORD00155,2025-07-02,CUST1393,Monitor,Electronics,West,4.0,12000,0.15,40800.0,30400,App,Sale,10400.0,0.2549019607843137
ORD00156,2025-01-29,CUST1177,Smartphone,Electronics,North,3.0,28000,0.05,79800.0,61500,Marketplace,Sale,18300.0,0.22932330827067668
ORD00157,2025-10-02,CUST1303,Keyboard,Accessories,South,2.0,1500,0.1,2700.0,1700,App,Sale,1000.0,0.37037037037037035
ORD00158,2025-12-04,CUST1328,Headphones,Accessories,East,5.0,2500,0.0,12500.0,6750,App,Sale,5750.0,0.46
ORD00159,2025-10-20,CUST1125,Laptop,Electronics,South,4.0,55000,0.2,176000.0,144000,Website,Sale,32000.0,0.18181818181818182
ORD00160,2025-06-02,CUST1310,Laptop,Electronics,East,2.0,55000,0.15,93500.0,72000,Marketplace,Sale,21500.0,0.22994652406417113
ORD00161,2025-06-26,CUST1136,Headphones,Accessories,South,5.0,2500,0.2,10000.0,6750,Website,Sale,3250.0,0.325
ORD00162,2025-01-26,CUST1097,Webcam,Accessories,West,2.0,3200,0.05,6080.0,3800,App,Sale,2280.0,0.375
ORD00163,2025-08-28,CUST1123,Keyboard,Accessories,East,4.0,1500,0.0,6000.0,3400,Website,Sale,2600.0,0.43333333333333335
ORD00164,2025-01-26,CUST1135,Tablet,Electronics,East,3.0,22000,0.2,52800.0,46500,Website,Sale,6300.0,0.11931818181818182
ORD00165,2025-07-07,CUST1197,Laptop,Electronics,East,5.0,55000,0.2,220000.0,180000,App,Sale,40000.0,0.18181818181818182
ORD00166,2025-05-24,CUST1285,Monitor,Electronics,East,2.0,12000,0.0,24000.0,15200,App,Sale,8800.0,0.36666666666666664
ORD00167,2025-04-12,CUST1411,Webcam,Accessories,West,5.0,3200,0.0,16000.0,9500,App,Sale,6500.0,0.40625
ORD00168,2025-11-07,CUST1303,Headphones,Accessories,East,5.0,2500,0.1,11250.0,6750,App,Sale,4500.0,0.4
ORD00169,2025-09-30,CUST1298,Keyboard,Accessories,South,4.0,1500,0.0,6000.0,3400,Website,Sale,2600.0,0.43333333333333335
ORD00170,2025-11-02,CUST1075,Mouse,Accessories,South,6.0,800,0.0,4800.0,2520,Website,Sale,2280.0,0.475
ORD00171,2025-10-21,CUST1210,Mouse,Accessories,North,1.0,800,0.15,680.0,420,Website,Sale,260.0,0.38235294117647056
ORD00172,2025-02-01,CUST1160,Mouse,Accessories,West,5.0,800,0.1,3600.0,2100,App,Sale,1500.0,0.4166666666666667
ORD00173,2025-06-25,CUST1115,Keyboard,Accessories,East,5.0,1500,0.15,6375.0,4250,Marketplace,Sale,2125.0,0.3333333333333333
ORD00174,2025-12-27,CUST1147,Tablet,Electronics,South,3.0,22000,0.15,56100.0,46500,App,Sale,9600.0,0.1711229946524064
ORD00175,2025-07-14,CUST1177,Headphones,Accessories,South,2.0,2500,0.1,4500.0,2700,Marketplace,Sale,1800.0,0.4
ORD00176,2025-03-09,CUST1124,Keyboard,Accessories,North,5.0,1500,0.1,6750.0,4250,App,Sale,2500.0,0.37037037037037035
ORD00177,2025-11-23,CUST1002,Monitor,Electronics,South,4.0,12000,0.1,43200.0,30400,Website,Sale,12800.0,0.2962962962962963
ORD00178,2025-12-01,CUST1333,Mouse,Accessories,North,3.0,800,0.1,2160.0,1260,Website,Sale,900.0,0.4166666666666667
ORD00179,2025-03-31,CUST1448,Smartphone,Electronics,East,1.0,28000,0.15,23800.0,20500,App,Sale,3300.0,0.13865546218487396
ORD00180,2025-11-05,CUST1068,Headphones,Accessories,West,3.0,2500,0.15,6375.0,4050,Marketplace,Sale,2325.0,0.36470588235294116
ORD00181,2025-04-09,CUST1377,Smartphone,Electronics,East,6.0,28000,0.15,142800.0,123000,App,Sale,19800.0,0.13865546218487396
ORD00182,2025-12-12,CUST1094,Webcam,Accessories,West,4.0,3200,0.2,10240.0,7600,Marketplace,Sale,2640.0,0.2578125
ORD00183,2025-05-08,CUST1298,Webcam,Accessories,North,2.0,3200,0.15,5440.0,3800,Marketplace,Sale,1640.0,0.3014705882352941
ORD00184,2025-12-01,CUST1353,Mouse,Accessories,East,1.0,800,0.0,800.0,420,Marketplace,Sale,380.0,0.475
ORD00185,2025-11-11,CUST1212,Smartphone,Electronics,West,4.0,28000,0.05,106400.0,82000,App,Sale,24400.0,0.22932330827067668
ORD00186,2025-12-07,CUST1270,Mouse,Accessories,North,6.0,800,0.2,3840.0,2520,App,Sale,1320.0,0.34375
ORD00187,2025-02-27,CUST1059,Mouse,Accessories,South,5.0,800,0.2,3200.0,2100,App,Sale,1100.0,0.34375
ORD00188,2025-09-08,CUST1286,Tablet,Electronics,East,1.0,22000,0.15,18700.0,15500,Marketplace,Sale,3200.0,0.1711229946524064
ORD00189,2025-01-12,CUST1358,Laptop,Electronics,North,6.0,55000,0.05,313500.0,216000,Website,Sale,97500.0,0.31100478468899523
ORD00190,2025-08-30,CUST1191,Webcam,Accessories,West,2.0,3200,0.05,6080.0,3800,Website,Sale,2280.0,0.375
ORD00191,2025-07-13,CUST1270,Smartphone,Electronics,South,6.0,28000,0.1,151200.0,123000,Website,Sale,28200.0,0.1865079365079365
ORD00192,2025-01-12,CUST1079,Webcam,Accessories,South,5.0,3200,0.15,13600.0,9500,Website,Sale,4100.0,0.3014705882352941
ORD00193,2025-01-17,CUST1306,Laptop,Electronics,East,2.0,55000,0.05,104500.0,72000,Website,Sale,32500.0,0.31100478468899523
ORD00194,2025-05-06,CUST1071,Webcam,Accessories,East,4.0,3200,0.05,12160.0,7600,App,Sale,4560.0,0.375
ORD00195,2025-10-22,CUST1211,Headphones,Accessories,North,2.0,2500,0.1,4500.0,2700,App,Sale,1800.0,0.4
ORD00196,2025-10-30,CUST1329,Smartphone,Electronics,East,6.0,28000,0.15,142800.0,123000,App,Sale,19800.0,0.13865546218487396
ORD00197,2025-06-13,CUST1123,Webcam,Accessories,East,2.0,3200,0.1,5760.0,3800,App,Sale,1960.0,0.3402777777777778
