Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Cost,Channel
ORD00066,2025/08/02,CUST1156,Mouse,Accessories,North,5,800,0.15,3400.0,2100,APP
ORD00067,2025-02-20,CUST1080,Mouse,accessories,West,3,800,0,2400,1260,APP
ORD00068,29/08/2025,CUST1135,Mouse,Accessories,South ,3,800,0.1,2160.0,1260,APP
ORD00069,05/12/2025,CUST1036,Monitor,Electronics,EAST,5,12000,0.05,57000.0,38000,Marketplace
ORD00070,2025/11/01,CUST1139,Keyboard,Accessories,West,4,1500,0,6000,3400,website
ORD00071,11/02/2025,CUST1345,Webcam,Accessories,north,6,3200,0.1,17280.0,11400,APP
ORD00072,2025/01/11,CUST1142,Keyboard,Accessories,north,5,1500,0,7500,4250,website
ORD00073,22/11/2025,CUST1168,Tablet,Electronics,West,3,22000,0.15,56100.0,46500,Marketplace
ORD00074,2025/12/06,CUST1442,Laptop,Electronics,North,4,55000,0,220000,144000,APP
ORD00075,2025/08/25,CUST1389,Mouse,Accessories,East,5,800,0.1,3600.0,2100,APP
ORD00076,09/03/2025,CUST1363,Tablet,Electronics,north,1,22000,0,22000,15500,Website
ORD00077,10/10/2025,CUST1255,Mouse,Accessories,East,1,800,0.15,680.0,420,APP
ORD00078,28/12/2025,CUST1306,Tablet,Electronics,South,4,22000,0.05,83600.0,62000,Website
ORD00079,2025/05/22,CUST1443,Keyboard,Accessories,north,1,1500,0.1,1350.0,850,website
ORD00080,26/06/2025,CUST1292,Webcam,Accessories,EAST,4,3200,0.1,11520.0,7600,website
ORD00081,23/01/2025,CUST1253,Tablet,Electronics,South,6,22000,0.15,112200.0,93000,APP
ORD00082,30/10/2025,CUST1209,Monitor,Electronics,South,4,12000,0,48000,30400,Website
ORD00083,2025/08/29,CUST1162,Webcam,Accessories,EAST,6,3200,0,19200,11400,website
ORD00084,2025/10/05,CUST1050,Monitor,Electronics,South ,2,12000,0.1,21600.0,15200,Website
ORD00085,08-16-2025,CUST1191,Keyboard,Accessories,South,1,1500,0,1500,850,APP
ORD00086,30/07/2025,CUST1254,Smartphone,Electronics,South,2,28000,5%,53200.0,41000,App
ORD00087,08-25-2025,CUST1346,Tablet,Electronics,North,3,22000,0,66000,46500,website
ORD00088,2025/06/26,CUST1436,Webcam,Accessories,,6,3200,0.1,17280.0,11400,website
ORD00089,2025/10/20,CUST1140,Keyboard,accessories,EAST,6,1500,10%,8100.0,5100,Website
ORD00090,07/11/2025,CUST1317,Keyboard,Accessories,EAST,2,1500,0.2,2400.0,1700,App
ORD00091,18/11/2025,CUST1046,Laptop,Electronics,East,3,55000,15%,140250.0,108000,website
ORD00092,03-31-2025,CUST1422,Headphones,Accessories,EAST,5,2500,0.2,10000.0,6750,Marketplace
ORD00093,2025/06/23,CUST1433,Monitor,Electronics,East,2,12000,0.05,22800.0,15200,Website
ORD00094,2025/07/22,CUST1421,Monitor,Electronics,East,4,12000,0.1,43200.0,30400,Website
ORD00095,2025-12-12,CUST1325,Laptop,Electronics,South ,5,55000,0.2,220000.0,180000,Marketplace
ORD00096,2025-11-29,CUST1120,Smartphone,Electronics,South,1,28000,0,28000,20500,website
ORD00097,2025/08/21,CUST1315,Webcam,Accessories,East,5,3200,0.05,15200.0,9500,Website
ORD00098,12-20-2025,CUST1278,Tablet,Electronics,South ,4,22000,0.05,83600.0,62000,Marketplace
ORD00099,2025-02-01,CUST1025,Mouse,Accessories,South,1,800,15%,680.0,420,App
ORD00100,17/10/2025,CUST1403,Mouse,Accessories,North,5,800,0.05,3800.0,2100,Marketplace
ORD00101,2025-03-16,CUST1183,Keyboard,Accessories,South,2,1500,0,3000,1700,APP
ORD00102,2025-06-15,CUST1243,Keyboard,Accessories,East,1,1500,0.05,1425.0,850,APP
ORD00103,10-31-2025,CUST1234,Mouse,Accessories,North,5,800,0,4000,2100,Website
ORD00104,03/09/2025,CUST1033,Monitor,Electronics,north,4,12000,15%,40800.0,30400,APP
ORD00105,2025/10/08,CUST1050,Webcam,Accessories,North,5,3200,0.2,12800.0,9500,APP
ORD00106,2025-04-21,CUST1160,Mouse,Accessories,South ,4,800,0.1,2880.0,1680,Marketplace
ORD00107,2025-07-11,CUST1381,Tablet,Electronics,EAST,1,22000,0,22000,15500,App
ORD00108,2025/10/12,CUST1444,Headphones,Accessories,North,6,2500,0,15000,8100,Marketplace
ORD00109,04/11/2025,CUST1433,Monitor,Electronics,EAST,5,12000,0.2,48000.0,38000,APP
ORD00110,2025-07-08,CUST1311,Keyboard,Accessories,EAST,5,1500,0.05,7125.0,4250,Marketplace
ORD00111,2025/01/15,CUST1035,Keyboard,Accessories,South ,3,1500,10%,4050.0,2550,Website
ORD00112,02-16-2025,CUST1369,Mouse,Accessories,north,4,800,0.15,2720.0,1680,APP
ORD00113,2025/02/13,CUST1248,Smartphone,Electronics,West,5,28000,0,140000,102500,Marketplace
ORD00114,2025/04/21,CUST1269,Headphones,Accessories,North,4,2500,0,10000,5400,App
ORD00115,07-22-2025,CUST1148,Laptop,Electronics,North,2,55000,0.1,99000.0,72000,website
ORD00116,08-09-2025,CUST1036,Webcam,Accessories,South ,5,3200,0.05,15200.0,9500,Website
ORD00117,2025/08/12,CUST1148,Monitor,Electronics,North,3,12000,0.2,28800.0,22800,Marketplace
ORD00118,2025/03/29,CUST1268,Headphones,Accessories,EAST,1,2500,0.15,2125.0,1350,Marketplace
ORD00119,23/06/2025,CUST1397,Smartphone,Electronics,South ,1,28000,0.2,22400.0,20500,App
ORD00120,2025-05-01,CUST1090,Keyboard,Accessories,South ,2,1500,0.05,2850.0,1700,website
ORD00121,08-26-2025,CUST1442,Tablet,Electronics,East,6,22000,0.2,105600.0,93000,App
ORD00122,08-14-2025,CUST1259,Tablet,Electronics,West,6,22000,0.1,118800.0,93000,website
ORD00123,2025/01/20,CUST1297,Keyboard,Accessories,EAST,1,1500,0,1500,850,Website
ORD00124,2025-08-19,CUST1230,Mouse,Accessories,EAST,3,800,0.2,1920.0,1260,Marketplace
ORD00125,13/02/2025,CUST1186,Smartphone,Electronics,East,1,28000,0.05,26600.0,20500,website
ORD00126,2025/07/29,CUST1145,Laptop,Electronics,EAST,6,55000,10%,297000.0,216000,APP
ORD00127,2025/03/18,CUST1066,Smartphone,Electronics,North,3,28000,0.1,75600.0,61500,Marketplace
ORD00128,10-14-2025,CUST1009,Headphones,Accessories,South,2,2500,20%,4000.0,2700,App
ORD00129,2025-06-24,CUST1259,Mouse,Accessories,EAST,2,800,5%,1520.0,840,APP
ORD00130,20/01/2025,CUST1369,Smartphone,Electronics,West,5,28000,0.15,119000.0,102500,Marketplace
ORD00131,13/12/2025,CUST1273,Tablet,Electronics,EAST,5,22000,0.1,99000.0,77500,website
ORD00132,2025/04/10,CUST1082,Tablet,Electronics,EAST,4,22000,0.1,79200.0,62000,APP
ORD00133,2025-03-12,CUST1145,Tablet,Electronics,South,3,22000,0.2,52800.0,46500,Marketplace
ORD00134,2025-08-19,CUST1212,Webcam,Accessories,north,1,3200,0.05,3040.0,1900,Marketplace
ORD00135,05-01-2025,CUST1405,Headphones,Accessories,North,2,2500,0,5000,2700,Marketplace
ORD00136,2025-08-30,CUST1131,Smartphone,Electronics,South,-1,28000,0.15,-23800.0,-20500,APP
ORD00137,2025/11/08,CUST1327,Monitor,Electronics,West,3,12000,0.05,34200.0,22800,Website
ORD00138,02-26-2025,CUST1219,Laptop,electronics,East,6,55000,0.2,264000.0,216000,App
ORD00139,2025-10-20,CUST1199,Monitor,Electronics,North,5,12000,10%,54000.0,38000,website
ORD00140,2025-07-11,CUST1395,Laptop,Electronics,EAST,3,55000,0,165000,108000,Marketplace
ORD00141,2025/03/10,CUST1323,Headphones,Accessories,South,6,2500,0.05,14250.0,8100,Website
ORD00142,08-23-2025,CUST1263,Mouse,Accessories,EAST,1,800,0.05,760.0,420,APP
ORD00143,08-31-2025,CUST1139,Mouse,Accessories,East,3,800,0.1,2160.0,1260,website
ORD00144,07-24-2025,CUST1410,Webcam,Accessories,West,3,3200,0.05,9120.0,5700,Website
ORD00145,08-09-2025,CUST1156,Smartphone,Electronics,South ,5,28000,0.1,126000.0,102500,website
ORD00146,2025/03/27,CUST1140,Headphones,Accessories,EAST,4,2500,0,10000,5400,Website
ORD00147,2025-02-08,CUST1073,Webcam,Accessories,South ,3,3200,0.2,7680.0,5700,website
ORD00148,2025-01-18,CUST1309,Mouse,Accessories,West,6,800,0.1,4320.0,2520,Marketplace
ORD00149,07-10-2025,CUST1127,Monitor,Electronics,North,5,12000,0.05,57000.0,38000,App
ORD00150,09-13-2025,CUST1355,Monitor,Electronics,West,3,12000,0.1,32400.0,22800,App
ORD00151,2025-03-04,CUST1414,Monitor,Electronics,EAST,4,12000,0.05,45600.0,30400,Marketplace
ORD00152,08/12/2025,CUST1364,Monitor,Electronics,South ,5,12000,0.2,48000.0,38000,App
ORD00153,07-05-2025,CUST1283,Monitor,Electronics,West,2,12000,0.05,22800.0,15200,APP
ORD00154,2025/03/08,CUST1269,Monitor,Electronics,West,1,12000,0.1,10800.0,7600,APP
ORD00155,07/02/2025,CUST1393,Monitor,Electronics,West,4,12000,0.15,40800.0,30400,APP
ORD00156,29/01/2025,CUST1177,Smartphone,Electronics,north,3,28000,0.05,79800.0,61500,Marketplace
ORD00157,10/02/2025,CUST1303,Keyboard,Accessories,South,2,1500,0.1,2700.0,1700,App
ORD00158,2025-12-04,CUST1328,Headphones,Accessories,East,5,2500,0,12500,6750,App
ORD00159,2025/10/20,CUST1125,Laptop,Electronics,South ,4,55000,0.2,176000.0,144000,website
ORD00160,06-02-2025,CUST1310,Laptop,Electronics,EAST,2,55000,0.15,93500.0,72000,Marketplace
ORD00161,2025-06-26,CUST1136,Headphones,Accessories,South,5,2500,20%,10000.0,6750,Website
ORD00162,01-26-2025,CUST1097,Webcam,Accessories,West,2,3200,0.05,6080.0,3800,APP
ORD00163,2025/08/28,CUST1123,Keyboard,Accessories,East,4,1500,0%,6000,3400,Website
ORD00164,26/01/2025,CUST1135,Tablet,Electronics,EAST,3,22000,20%,52800.0,46500,website
ORD00165,2025-07-07,CUST1197,Laptop,Electronics,EAST,5,55000,0.2,220000.0,180000,APP
ORD00166,05-24-2025,CUST1285,Monitor,Electronics,EAST,2,12000,0,24000,15200,App
ORD00167,04-12-2025,CUST1411,Webcam,Accessories,West,5,3200,0%,16000,9500,App
ORD00168,11-07-2025,CUST1303,Headphones,Accessories,EAST,5,2500,0.1,11250.0,6750,APP
ORD00169,2025/09/30,CUST1298,Keyboard,Accessories,South ,4,1500,0,6000,3400,Website
ORD00170,2025/11/02,CUST1075,Mouse,Accessories,South,6,800,0,4800,2520,Website
ORD00171,21/10/2025,CUST1210,Mouse,Accessories,north,1,800,0.15,680.0,420,website
ORD00172,2025/02/01,CUST1160,Mouse,Accessories,West,5,800,0.1,3600.0,2100,APP
ORD00173,06-25-2025,CUST1115,Keyboard,Accessories,East,5,1500,0.15,6375.0,4250,Marketplace
ORD00174,12-27-2025,CUST1147,Tablet,Electronics,South ,3,22000,0.15,56100.0,46500,APP
ORD00175,2025-07-14,CUST1177,Headphones,Accessories,South ,2,2500,10%,4500.0,2700,Marketplace
ORD00176,03/09/2025,CUST1124,Keyboard,Accessories,north,5,1500,0.1,6750.0,4250,App
ORD00177,23/11/2025,CUST1002,Monitor,Electronics,South,4,12000,0.1,43200.0,30400,website
ORD00178,2025-12-01,CUST1333,Mouse,Accessories,north,3,800,0.1,2160.0,1260,Website
ORD00179,03-31-2025,CUST1448,Smartphone,Electronics,East,1,28000,0.15,23800.0,20500,APP
ORD00180,2025/11/05,CUST1068,Headphones,Accessories,West,3,2500,0.15,6375.0,4050,Marketplace
ORD00181,2025-04-09,CUST1377,Smartphone,Electronics,East,6,28000,0.15,142800.0,123000,APP
ORD00182,2025-12-12,CUST1094,Webcam,Accessories,West,4,3200,0.2,10240.0,7600,Marketplace
ORD00183,05-08-2025,CUST1298,Webcam,Accessories,North,2,3200,0.15,5440.0,3800,Marketplace
ORD00184,12-01-2025,CUST1353,Mouse,Accessories,East,1,800,0,800,420,Marketplace
ORD00185,11-11-2025,CUST1212,Smartphone,Electronics,West,4,28000,0.05,106400.0,82000,APP
ORD00186,2025/12/07,CUST1270,Mouse,Accessories,North,6,800,0.2,3840.0,2520,APP
ORD00187,2025/02/27,CUST1059,Mouse,Accessories,South ,5,800,0.2,3200.0,2100,APP
ORD00188,2025-09-08,CUST1286,Tablet,Electronics,EAST,1,22000,0.15,18700.0,15500,Marketplace
ORD00189,01-12-2025,CUST1358,Laptop,Electronics,North,6,55000,0.05,313500.0,216000,Website
ORD00190,2025/08/30,CUST1191,Webcam,Accessories,West,2,3200,0.05,6080.0,3800,website
ORD00191,2025/07/13,CUST1270,Smartphone,Electronics,South,6,28000,10%,151200.0,123000,Website
ORD00192,01-12-2025,CUST1079,Webcam,Accessories,South ,5,3200,0.15,13600.0,9500,Website
ORD00193,2025/01/17,CUST1306,Laptop,Electronics,EAST,2,55000,5%,104500.0,72000,Website
ORD00194,2025-05-06,CUST1071,Webcam,Accessories,East,4,3200,0.05,12160.0,7600,App
ORD00195,22/10/2025,CUST1211,Headphones,Accessories,North,2,2500,0.1,4500.0,2700,APP
ORD00196,10-30-2025,CUST1329,Smartphone,Electronics,EAST,6,28000,0.15,142800.0,123000,APP
ORD00197,2025/06/13,CUST1123,Webcam,Accessories,East,2,3200,0.1,5760.0,3800,App
ORD00198,08-26-2025,CUST1104,Webcam,Accessories,North,4,3200,0.2,10240.0,7600,website
ORD00199,2025-07-09,CUST1447,Mouse,Accessories,EAST,1,800,0.1,720.0,420,APP
ORD00200,10/12/2025,CUST1097,Tablet,Electronics,North,2,22000,0.1,39600.0,31000,website
ORD00201,2025/05/05,CUST1238,Mouse,Accessories,East,4,800,0.05,3040.0,1680,Marketplace
ORD00202,05-14-2025,CUST1104,Tablet,Electronics,West,4,22000,0,88000,62000,Website
ORD00203,2025/10/16,CUST1151,Smartphone,Electronics,East,1,28000,0.1,25200.0,20500,App
ORD00204,07-14-2025,CUST1390,Mouse,Accessories,South ,4,800,0.2,2560.0,1680,website
ORD00205,2025-08-24,CUST1268,Headphones,Accessories,EAST,2,2500,0.05,4750.0,2700,Website
ORD00206,09/12/2025,CUST1004,Laptop,Electronics,West,4,55000,0.05,209000.0,144000,Marketplace
ORD00207,2025/01/31,CUST1006,Tablet,electronics,South ,6,22000,15%,112200.0,93000,Marketplace
ORD00208,02/10/2025,CUST1098,Webcam,Accessories,East,2,3200,0,6400,3800,Marketplace
ORD00209,17/05/2025,CUST1153,Headphones,Accessories,EAST,4,2500,0.15,8500.0,5400,Website
ORD00210,2025-12-01,CUST1326,Laptop,electronics,South,1,55000,0.15,46750.0,36000,Website
ORD00211,13/09/2025,CUST1108,Headphones,Accessories,South ,5,2500,0,12500,6750,APP
ORD00212,2025-09-01,CUST1091,Monitor,Electronics,East,6,12000,0.1,64800.0,45600,Website
ORD00213,2025/04/17,CUST1346,Webcam,Accessories,East,1,3200,0.1,2880.0,1900,website
ORD00214,2025-03-13,CUST1174,Monitor,Electronics,north,5,12000,10%,54000.0,38000,APP
ORD00215,2025/07/23,CUST1221,Keyboard,Accessories,north,4,1500,0.15,5100.0,3400,website
ORD00216,13/02/2025,CUST1378,Mouse,Accessories,East,6,800,0%,4800,2520,Website
ORD00217,2025/02/16,CUST1229,Tablet,Electronics,north,3,22000,10%,59400.0,46500,website
ORD00218,2025/02/22,CUST1006,Headphones,Accessories,West,5,2500,0,12500,6750,Website
ORD00219,10-14-2025,CUST1252,Smartphone,Electronics,South,6,28000,0.15,142800.0,123000,website
ORD00220,2025/05/22,CUST1304,Tablet,Electronics,West,1,22000,0.1,19800.0,15500,Website
ORD00221,2025/03/11,CUST1171,Webcam,Accessories,EAST,3,3200,0.2,7680.0,5700,APP
ORD00222,03-11-2025,CUST1149,Mouse,Accessories,South ,4,800,0.1,2880.0,1680,website
ORD00223,22/10/2025,CUST1303,Webcam,Accessories,South,3,3200,0.15,8160.0,5700,APP
ORD00224,2025/01/14,CUST1344,Mouse,Accessories,South ,4,800,0.1,2880.0,1680,Marketplace
ORD00225,2025/05/04,CUST1298,Smartphone,Electronics,north,6,28000,0.15,142800.0,123000,website
ORD00226,2025-10-06,CUST1393,Headphones,Accessories,South ,6,2500,0.2,12000.0,8100,Marketplace
ORD00227,2025/03/27,CUST1054,Laptop,electronics,East,5,55000,0.15,233750.0,180000,App
ORD00228,19/09/2025,CUST1176,Mouse,Accessories,West,4,800,0.1,2880.0,1680,Website
ORD00229,01/06/2025,CUST1266,Monitor,Electronics,West,1,12000,0.05,11400.0,7600,Website
ORD00230,2025-08-13,CUST1011,Tablet,Electronics,South ,3,22000,0,66000,46500,Website
ORD00231,2025/12/13,CUST1236,Mouse,Accessories,West,5,800,0.05,3800.0,2100,App
ORD00232,2025/04/06,CUST1303,Webcam,Accessories,North,4,3200,0,12800,7600,App
ORD00233,04-16-2025,CUST1166,Monitor,Electronics,North,5,12000,0,60000,38000,Marketplace
ORD00234,12-10-2025,CUST1180,Headphones,Accessories,north,5,2500,0.15,10625.0,6750,App
ORD00235,2025-12-11,CUST1122,Keyboard,Accessories,South,5,1500,20%,6000.0,4250,Marketplace
ORD00236,22/12/2025,CUST1249,Webcam,Accessories,South ,4,3200,0.2,10240.0,7600,App
ORD00237,2025-10-12,CUST1443,Keyboard,Accessories,North,2,1500,0.05,2850.0,1700,website
ORD00238,2025/03/11,CUST1212,Webcam,Accessories,West,5,3200,0.2,12800.0,9500,website
ORD00239,03-27-2025,CUST1086,Laptop,Electronics,north,2,55000,10%,99000.0,72000,website
ORD00240,2025-10-09,CUST1389,Monitor,Electronics,north,3,12000,0.2,28800.0,22800,App
ORD00241,2025-08-06,CUST1224,Mouse,Accessories,North,3,800,0,2400,1260,App
ORD00242,18/04/2025,CUST1401,Headphones,Accessories,South,6,2500,0.2,12000.0,8100,Website
ORD00243,10-19-2025,CUST1148,Keyboard,Accessories,EAST,5,1500,0.2,6000.0,4250,APP
ORD00244,14/12/2025,CUST1127,Webcam,Accessories,East,1,3200,0.1,2880.0,1900,App
ORD00245,2025-12-13,CUST1324,Smartphone,Electronics,EAST,5,28000,0.1,126000.0,102500,Website
ORD00246,2025-07-26,CUST1444,Keyboard,Accessories,South ,6,1500,0.1,8100.0,5100,Website
ORD00247,23/08/2025,CUST1253,Headphones,Accessories,EAST,1,2500,0.2,2000.0,1350,Marketplace
ORD00248,2025-06-22,CUST1023,Smartphone,Electronics,EAST,5,28000,0.15,119000.0,102500,website
ORD00249,09/01/2025,CUST1352,Smartphone,Electronics,South ,4,28000,15%,95200.0,82000,Marketplace
ORD00250,23/03/2025,CUST1026,Headphones,Accessories,East,3,2500,0,7500,4050,App
ORD00251,08/08/2025,CUST1265,Monitor,Electronics,North,1,12000,0.05,11400.0,7600,Website
ORD00252,2025-12-23,CUST1374,Monitor,Electronics,North,4,12000,0.05,45600.0,30400,Marketplace
ORD00253,08/07/2025,CUST1225,Webcam,Accessories,South,2,3200,5%,6080.0,3800,App
ORD00254,2025-07-30,CUST1301,Tablet,Electronics,East,2,22000,0,44000,31000,website
ORD00255,06-11-2025,CUST1398,Keyboard,Accessories,North,6,1500,0,9000,5100,Marketplace
ORD00256,16/04/2025,CUST1253,Mouse,Accessories,South,6,800,0.15,4080.0,2520,website
ORD00257,2025/11/23,CUST1187,Laptop,Electronics,South,3,55000,0.1,148500.0,108000,website
ORD00258,2025/02/07,CUST1259,Monitor,Electronics,South ,1,12000,0.1,10800.0,7600,APP
ORD00259,2025-08-01,CUST1158,Webcam,Accessories,South,1,3200,0.2,2560.0,1900,App
ORD00260,2025-10-02,CUST1125,Monitor,Electronics,West,3,12000,0.15,30600.0,22800,Website
ORD00261,2025-08-21,CUST1083,Laptop,Electronics,East,3,55000,5%,156750.0,108000,APP
ORD00262,2025-09-22,CUST1394,Smartphone,Electronics,East,3,28000,0.05,79800.0,61500,website
ORD00263,05-20-2025,CUST1028,Keyboard,Accessories,north,6,1500,0.2,7200.0,5100,App
ORD00264,2025-07-08,CUST1439,Monitor,Electronics,South,5,12000,0,60000,38000,Website
ORD00265,2025/08/30,CUST1114,Smartphone,Electronics,West,2,28000,0,56000,41000,Marketplace
ORD00266,19/05/2025,CUST1411,Headphones,Accessories,North,1,2500,0.2,2000.0,1350,website
ORD00267,02-05-2025,CUST1102,Keyboard,Accessories,EAST,3,1500,10%,4050.0,2550,Marketplace
ORD00268,15/11/2025,CUST1077,Headphones,accessories,West,5,2500,0.15,10625.0,6750,Website
ORD00269,04-30-2025,CUST1053,Laptop,Electronics,South,3,55000,0,165000,108000,website
ORD00270,2025/09/09,CUST1358,Keyboard,Accessories,West,1,1500,0,1500,850,Website
ORD00271,2025/10/25,CUST1339,Smartphone,Electronics,South,6,28000,15%,142800.0,123000,Marketplace
ORD00272,2025-05-14,CUST1103,Webcam,Accessories,EAST,6,3200,0.1,17280.0,11400,APP
